location,logical_location,country,spot,latitude,longitude,activity,description,price_class,prominence_score,tags,image_url
Starigrad Paklenica,Velebit Mountains,Croatia,Paklenica National Park,44.3128,15.4945,"hiking, rock climbing, caving","Dramatic canyons, extensive hiking trails, and over 500 climbing routes.",$$,8,"hiking,climbing,caving,canyons,UNESCO",https://pixabay.com/get/gfc86db05eda1883550568a2025161fea44e7d92a9668e215db8747c74926510fdd2df6d2768b3f4687ea37816945e0975cb7c7c305dc95be267f9685fcc63449_640.jpg
Durmitor National Park,Dinaric Alps,Montenegro,Tara River Canyon,43.1576,19.0033,"zip-lining, rafting, hiking",Deep canyon with thrilling zip-line rides and scenic hiking trails.,$$$,7,"zip-lining,rafting,hiking,canyons,adventure",https://pixabay.com/get/g132544f74eba596111c773adf12f14a03c781cfd6288133eeffc232df3598998d58a5e16a4b54a976131a1e0b9027e617957cb9b0fdd2aabe5e32ff2dcbb355e_640.jpg
Bovec,Julian Alps,Slovenia,Učja Canyon,46.3407,13.5729,"zip-lining, canyoning, hiking",Europe's longest zip-line park with numerous cables over a stunning canyon.,$$$,8,"zip-lining,canyoning,hiking,adventure,Soča Valley",https://pixabay.com/get/g0041676e6434743ecd4e7ec7b31b0394466b52083c074146798b7e9c105ff2b53369a405391a18f7c28c5298c7b3108e9917a2ca16f6ddd52135a64d6e129d5c_640.jpg
Retezat National Park,Southern Carpathians,Romania,Retezat Peak,45.3642,22.8083,"hiking, scrambling, mountaineering","Glacial lakes, rugged peaks, and wild landscapes in Romania's oldest national park.",$$,7,"hiking,mountaineering,lakes,Carpathians",https://pixabay.com/get/g9504a6a0e923ca2b56ef7d5e8cb87bf39aed6db81bc3d1e94a97e6f333c94d2d1aea5bc38e16706070520d447931d34c_640.jpg
Slovak Paradise National Park,Slovak Ore Mountains,Slovakia,Suchá Belá Gorge,48.9036,20.3633,"hiking, climbing, via ferrata-like trails","Gorges with ladders, bridges, and waterfalls, offering a unique hiking experience.",$$,7,"hiking,climbing,gorges,waterfalls,unique",https://pixabay.com/get/g636b9c192809340d4ba3711a4cdee766c29b1d482ac9cbd72d37dee768d97cc75a2617ffb25aa6a2689e3c7ce798a9f8_640.jpg
High Tatras National Park,Carpathian Mountains,Slovakia/Poland,Lomnický štít,49.1586,20.2317,"hiking, climbing, cable car access",Slovakia's highest peaks offering challenging hikes and stunning alpine views.,$$$,9,"hiking,climbing,mountains,alpine,scenic",https://pixabay.com/get/gcf819fee54b3bf77e7b4aca2bb6ba72080959c823155bde8e3cd6673ea0c666030d37142399cfdfbb827c4915442113a_640.jpg
Plitvice Lakes National Park,Lika,Croatia,Korana River Canyon,44.8837,15.6098,"zip-lining, hiking",Spectacular waterfalls and lakes with a thrilling zip-line over a canyon.,$$,9,"zip-lining,hiking,waterfalls,lakes,nature",https://pixabay.com/get/g31a64fd42375068c42b68c7a96b6c278e4b9f6dfc47e446438223536405ebf67d286ae5e610d34a2108bf2fd897a4998c0c5dd4648c1825ab21f290ba71b32a3_640.jpg
Saxon Switzerland National Park,Elbe Sandstone Mountains,Germany,Schrammsteine,50.8873,14.162,"hiking, rock climbing, scenic viewpoints","Unique sandstone formations, extensive hiking trails, and rock climbing opportunities.",$$,7,"hiking,climbing,sandstone,scenic,Malerweg",https://pixabay.com/get/g451655545cb1666dcecf202731124dc8c5cfbcc2dc23786a4fa0135febfd461b31fd883e504ab144a2fe05e64ede2e98_640.jpg
Triglav National Park,Julian Alps,Slovenia,Vintgar Gorge,46.3808,14.115,"hiking, zip-lining, canyoning","Stunning gorges, alpine scenery, and adventure activities including zip-lining.",$$$,8,"hiking,zip-lining,canyoning,alpine,nature",https://pixabay.com/get/g3327fef3ad57d5cb608cfa502e2714808c41859780bed8513b61915740e643f05c08d797e96ada38965d8b228e89de6b972a4f7ce32973c31815259b5bfec4b1_640.jpg
Marrakech,Morocco,Morocco,Jemaa el-Fna Square,31.6251,-7.9866,street food tasting,Bustling square with vibrant street food stalls offering traditional Moroccan dishes.,$$,9,"street food, markets, tagine, pastilla, orange juice, msemen, harira",https://pixabay.com/get/g18f9edf65a8d502fca54e49dbbe9a8d7d79c8c61d425719e1a7e6514c936393d47101b2b35df474728076cfc51bae1d6667ed4da1aa144bb0a2c29c27214fe55_640.jpg
Fes,Morocco,Morocco,Fes Medina Cooking School,34.0577,-5.0071,Moroccan cooking class,Immersive culinary journey learning centuries-old recipes in an authentic setting.,$$$,7,"cooking class, traditional, medina, tagine, pastries, bread",https://pixabay.com/get/g08be183a5b164c2668bf77c779c8c3eb803e76c547d91922253952a25688ce3963d743240f79a606a10f378b9bab359284e65f764a484acf144aba0019a34bf5_640.jpg
Cairo,Egypt,Egypt,Koshary Abou Tarek,30.0444,31.2357,try koshary,"Legendary restaurant serving Egypt's national dish, koshary.",$,8,"street food, koshary, national dish, Cairo",https://pixabay.com/get/g6459eb649acda30036b2fb7355603f30bf9cb05a244f6718112ab8695083f2e404a88574b9dd0fb03f4488d28b324da22113f132c15ab8feec8dfbcbdaf76681_640.jpg
Tunis,Tunisia,Tunisia,Medina of Tunis,36.8065,10.1823,street food tasting and market tour,Explore the vibrant Medina for traditional eateries and street food delights.,$$,7,"medina, street food, brik, lablabi, seafood, markets",https://pixabay.com/get/g02aaadcac1b7707c3c35ea5bd654d5536b34788469f7b5a6c51e1bb7143d92594ee6de94a03fe14ac24982629eb9cd9ebabae3862249e5bfabdbe111cd5b499e_640.jpg
Essaouira,Morocco,Morocco,Essaouira Port,31.5115,-1.4078,fresh seafood dining,Enjoy freshly caught seafood grilled at the portside stalls.,$$,6,"seafood, grilled fish, port, coastal",https://pixabay.com/get/g611d0a23118750f5ba894e6be6c1840bca8c803869c5fd25da5d9394b5d654f8a8f83e54c964c2a52d5f4f9df07cf47702ce8e491d2f361ceef495d459dbb6b5_640.jpg
Alexandria,Egypt,Egypt,Old Town Farmers' Market,38.8051,-77.0492,local produce and street food,"One of the nation's oldest farmers' markets, offering local produce and artisanal goods.",$,5,"farmers market, local produce, street food, Alexandria",https://pixabay.com/get/g19f14346c878c15850ddc399727bb0c3380171fbeaa43b991f6604efe8a0ffe552f2ace5edae554182ac64faf36ace50946a1f38b59e4043ef821b3c9f8143dc_640.jpg
Djerba,Tunisia,Tunisia,Djerba Island,33.8064,10.9464,sampling traditional Djerbian cuisine,Experience unique island flavors with dishes like Djerbian couscous and ojja.,$$,6,"island cuisine, couscous, ojja, seafood, sweet pastries",https://pixabay.com/get/gbd7c62cad9ea8c6b5f4c07d0fdde7220f64e520ac5b0c85851f4837fe63cde1e75a2bb1b29bf729e5e1d3544c82d3176ced62e35e576a3feef1d4bbd80c628b3_640.jpg
Algiers,Algeria,Algeria,Casbah of Algiers,36.7755,3.0567,traditional Algerian dining,Explore historic Casbah for authentic couscous and local delicacies.,$$,7,"casbah, traditional, couscous, local cuisine, Algerian",https://pixabay.com/get/g07b29016d610b2793cee0d2a61718b7425e5857116fe57bcd2eb21eeab00f38373b050b2f7c7bec42306cfc60efb3dbfcaee2581a9689d9a42ee40c42c65f983_640.jpg
Tripoli,Libya,Libya,Souq al-Turq,32.8946,13.1905,exploring local ingredients and flavors,"Discover Libyan spices, dates, and local produce in the bustling Tripoli souk.",$$,5,"souk, spices, dates, Libyan food, Tripoli",https://pixabay.com/get/g7230692cb9dec06acb00554fe905dcc718bcbb2cec221dabf8e9a1776ce1af854390a3858835f0d7f87d8bd1f14c064dd6051b3347fa5f2a4b289ee374b67c9a_640.jpg
El Hamma,Tunisia,Tunisia,El Hamma Market,34.1732,9.7597,tasting local produce and traditional snacks,A local market experience offering fresh produce and traditional Tunisian snacks.,$,3,"market, local produce, snacks, Tunisia",https://pixabay.com/get/gbedd95e362f0d71275382857c4f8b9bd4c41bce17cd20dbdd72252f946b86f4c2401ff0013322ba13f25ed4118b53148226fc1597ae6064389a411bf40ee6438_640.jpg
Banff,Canadian Rockies,Canada,Lake Louise,51.4167,-115.5667,"Ice Skating, Skiing, Snowboarding",Iconic glacial lake offering stunning ice skating and access to world-class ski resorts.,$$$,9,"scenic, iconic, winter sports, natural beauty",https://pixabay.com/get/g0ad9fe15c756c562e17e579f929f7f7537527b8ea4169921c1d0e0ff3cf931cef8a294f29f138d5ca563c41a40c9301a6647a91095edd2ba330fef8c46ae5f08_640.jpg
Whistler,British Columbia,Canada,Whistler Blackcomb,50.1163,-122.9574,"Skiing, Snowboarding, Ziplining, Snowshoeing","Vast ski resort with two mountains, offering extensive terrain and thrilling activities.",$$$$,10,"world-class, ski resort, adventure, varied terrain",https://pixabay.com/get/ga863d2eae2a5ac4277f9d4013d479d8f72a3aaa3dd8576acbfce7eeb19be4d9e5e6a33234b564fadacad6df624523b14_640.jpg
Park City,Utah,USA,Park City Mountain Resort,40.6539,-111.4982,"Skiing, Snowboarding, Ice Skating, Snowmobiling","Largest ski resort in the US, with historic charm and diverse winter activities.",$$$,9,"skiing, snowboarding, family-friendly, historic",https://pixabay.com/get/g3bcc6ee662e04d124bba3e6cdda5760e733809ecfa84ebfc547f9b55e8abf0efedcd56b74b74e947653cc431f3fde45c434fa539e98d3b93b05b86f679439a6c_640.jpg
Aspen,Colorado,USA,Aspen Snowmass,39.1903,-106.8233,"Skiing, Snowboarding, Ice Skating, Snowshoeing",Four distinct mountains offering luxury and challenging terrain for all levels.,$$$$$,10,"luxury, challenging, diverse terrain, high-end",https://pixabay.com/get/g13c11fef8ae80cf16e489b659436ea59dd4e1ed6cecd03c6518fc107aee24bc6fd0216ef01f43757fa6671e099ab23535f3bd2a3343ba212c19facc6bac7f8c4_640.jpg
Lake Tahoe,California/Nevada,USA,Heavenly Mountain Resort,38.9465,-119.9891,"Skiing, Snowboarding, Ice Skating, Gondola Rides",Stunning lake views with diverse terrain and vibrant village atmosphere.,$$$,9,"scenic, lake views, varied terrain, lively village",https://pixabay.com/get/ge9d218d40267b497da1135c9e259417974cb7c5460d0005e147e4a2c225d2fbcfadf0859414cc3a5fa642044e802c5c806884cda16e561f175a7c4af7feb0b36_640.jpg
Stowe,Vermont,USA,Stowe Mountain Resort,44.4707,-72.7998,"Skiing, Snowboarding, Ice Skating, Snowshoeing",Classic New England charm with excellent skiing and picturesque village.,$$$,8,"charming, New England, scenic, skiing",https://pixabay.com/get/g38ca26d0587f8aee51947de75cadf8caa05115bd3db7d07e0df94f4a447c65c31ef20c3ca091edaea43223b82f5b630675fb02f297959b477a2bf53c5a73610a_640.jpg
Killington,Vermont,USA,Killington Ski Resort,43.6158,-72.7939,"Skiing, Snowboarding, Tubing, Snowshoeing",Known as the 'Beast of the East' for its extensive terrain and challenging slopes.,$$$,8,"challenging, extensive terrain, East Coast, skiing",https://pixabay.com/get/g09dcec7b7b7a82cc3b5e8a0cd6b4672f9a2dde0f99b2d0f78504476ac8db01ac6035eebfdaa3b0ddd15cd4381993ad5b345f978166766ccc7e1d78c1d47a8d2d_640.jpg
Mont Tremblant,Quebec,Canada,Mont Tremblant Resort,46.1931,-74.5986,"Skiing, Snowboarding, Ice Skating, Snowmobiling",Charming European-style village with excellent skiing in Eastern North America.,$$$,9,"European-style, charming village, Eastern North America, skiing",https://pixabay.com/get/g8f151a8f59ab031ea6cb8fc8d391caaa11ab4354d9ad804fccecc83179663248fd2f6a4443f219825f8aad77fab78fc870a614a8ac5e6315844cb2fa7fb93cfd_640.jpg
Big Sky,Montana,USA,Big Sky Resort,44.7851,-111.3939,"Skiing, Snowboarding, Snowmobiling, Ice Skating","Vast terrain with incredible views, offering some of the best skiing in the US.",$$$$,9,"vast terrain, stunning views, skiing, adventure",https://pixabay.com/get/g205c790a093cedc825b9e83253e0b8ccf03f3941e96021af42c37f3bc337f3f364de68cea7ef211ec3a4c8e1a15f29e69f187a2fe8f5f455201bfbf24b7a6b9d_640.jpg
Sun Valley,Idaho,USA,Sun Valley Resort,43.6792,-114.3777,"Skiing, Ice Skating, Snowshoeing, Cross-country Skiing",Historic resort known for its consistently sunny weather and excellent grooming.,$$$,8,"historic, sunny, groomed, skiing",https://pixabay.com/get/g94156a3820503145d51a62528789cefe6d621037a3c953924d4537c8f2cbb8d34214d4e406b212bb41e08edee7866c93e629a92e123259087a401c3dda672331_640.jpg
Antigua Guatemala,Guatemala,Guatemala,Central Plaza and surrounding cobblestone streets,14.5588,-90.7325,"Explore colonial architecture, visit markets, admire street art.",UNESCO World Heritage site with stunning colonial architecture.,$$,8,"colonial, architecture, markets, street art",https://pixabay.com/get/gc99e235a8eac396ec1d707a0e4e1d5ad23ed034991eff9b82aadfee8499f4c63a54ddf3bf0029e118ea76cde9834cd4685c4e16f0d02639f9bea4c7457e0d821_640.jpg
Panama City,Panama,Panama,Casco Viejo,8.9521,-79.5254,"Wander historic streets, discover street art, shop in boutiques.",Historic quarter with colonial charm and vibrant street art.,$$$,8,"colonial, historic, street art, shopping",https://pixabay.com/get/g6a04e36af38f6edb4a60ceeddddad6817ce0418c90ebab30dad948f10a0bc8fb369b07b6956753f1e42853dc164eb196e1da4fe2e2a0f1c59f2bb1571e273034_640.jpg
San Jose,Costa Rica,Costa Rica,City of Colors (Calle 17) and National Museum area,9.9333,-84.0833,"Explore street art murals, visit the Central Market for local crafts.",Capital city with a growing street art scene and bustling market.,$$,7,"street art, market, urban culture",https://pixabay.com/get/gc9e4c22b7a0b2b2fdf1e601285fe2bbcbc881afd4299eb85b02b6182343c85574b7c40579682f698e615e53221b5568fc1f9bfcdd217ab1121ec8df6ff607c91_640.jpg
León,Nicaragua,Nicaragua,Historic center and revolutionary murals,12.4338,-86.8777,"Take a street art tour, explore colonial churches, visit revolution museums.",University city with rich history and vibrant street art.,$$,6,"street art, history, revolution, colonial",https://pixabay.com/get/g36924fbf39b6e552949887d80213201532c1b66910983c8b958e83779d236d2867cfca1a9ac82460f342a0d73532388c411ba1cc0c1c5f5f5c6795be55129fcc_640.jpg
Granada,Nicaragua,Nicaragua,Central Park and Calle La Calzada,11.9428,-85.9546,"Stroll colonial streets, visit artisan shops, enjoy lake views.",Oldest colonial city with colorful buildings and artisan crafts.,$$,7,"colonial, historic, artisan, shopping",https://pixabay.com/get/g50042b102aa31bb0caea768f935d59f770e3f2f379890aafa12dec0e7f6f3f8b49d84bc8f0849ae5c763a846db3f912c608488a3bba3ad312e52d2da7918bc2f_640.jpg
San Salvador,El Salvador,El Salvador,Downtown and Mercado Central,13.6982,-89.1914,"Explore street art, experience the chaotic Mercado Central.",Capital city with gritty street art and a vibrant central market.,$,6,"street art, market, urban",https://pixabay.com/get/g3dcf75a8a569316429e778230db5f37b434bd9722e20e1d2dad31241a77a98b8c755294fd860e4b65351411a463dedb99e7449b3b9b7a36fed78fe4c67745abd_640.jpg
Guatemala City,Guatemala,Guatemala,Zona 1 and areas near the National Stadium,14.6068,-90.5075,"Discover street art and murals, explore historic downtown.",Capital city with emerging street art scene.,$$,5,"street art, urban, murals",https://pixabay.com/get/gef6dc679fb04d4bbc0c87aa5f49d238ae980e1f49186e1890192986da12898c6515f407cc2791dd12fdce87565ee6ac433ca9b001f82d079e745adca28c160b6_640.jpg
Comayagua,Honduras,Honduras,Central Plaza and colonial buildings,14.4418,-87.6378,Explore well-preserved colonial architecture and historical sites.,Historic colonial city with charming architecture.,$$,5,"colonial, historic, architecture",https://pixabay.com/get/g5dd6b20af5458e277e5130244d51ab7afe2ecba91817a1da073a994d88414e72474f86ce9d7dc4d8a393d916278f596eca67e29d8638f1110a0f5fd100b33984_640.jpg
Tegucigalpa,Honduras,Honduras,Historic center and street art in surrounding neighborhoods,14.0841,-87.2219,"Explore colonial architecture, search for street art, visit local markets.",Capital city with colonial heritage and urban art.,$$,6,"colonial, street art, market",https://pixabay.com/get/g1f6b6ac6b2f1d172461f76eab96e6def1de026a4ca44f6908d0a581c3a5d693e91703faf08db6293aabe63b323897cc813c352fd9e36b10b34d9d83fadb9a2d9_640.jpg
Managua,Nicaragua,Nicaragua,Puerto Salvador Allende and historic district,12.1375,-86.2517,"Enjoy waterfront activities, explore markets, discover urban art.",Capital city with a developing urban landscape and lakefront.,$$,5,"urban, waterfront, market, street art",https://pixabay.com/get/g78ea0a7b3c1888a1e7417eeb69b3692004c6586c561f026792c976a78e52414a99177733bf4031732096553a1fe3fe929011337ff9f810b8196842c6420f9fdf_640.jpg
Avarua,Rarotonga,Cook Islands,Avarua CICC Church,-21.2078,-159.7766,Visit the historic church and learn about its 19th-century origins and impact on local Christian history.,"19th-century church, a glimpse into early Christian history.",$,6,"historic church, colonial history, cultural site",https://pixabay.com/get/gf75ea595be05a7b5e7e1f76c86a380c619d06abe81f79b4190ec18e1ae6b8398371ac0759c95ad08962d137516568dd47253463ae0ba0495bbad686f1e516435_640.jpg
Niutoua,Tongatapu,Tonga,Ha'amonga 'a Maui Trilithon,-21.0992,-175.0928,"Observe the ancient coral stone trilithon, believed to be from the 13th century, and learn about its historical theories.","Ancient coral stone trilithon, Tongatapu's most iconic historical site.",$$,7,"trilithon, megalith, ancient structure, UNESCO tentative",https://pixabay.com/get/gaa2b6177e0100d675b43c38783219efe0f9f639c19653a17039229a50610ae1b1029c468e3569671179f4b93d43d87a8ff3f2b06bf6e8b89f0cb9fef80749c94_640.jpg
Lapaha,Tongatapu,Tonga,Paepae 'o Tele'a and Terraced Tombs,-21.0992,-175.115,"Explore the ancient royal tombs and terraced stone memorials, some dating to the 16th century.",Ancient royal tombs and terraced stone memorials.,$$,7,"royal tombs, archaeological site, UNESCO tentative",https://pixabay.com/get/ge91b8baec110fa92233790c3dee023fe50acad58489d3837a9c0b6512669ee55344ef5228987f00edb8ec3bd7c1f9f9dcd9499dd0f839304a5917101c60e290d_640.jpg
Chief Roi Mata's Domain,"Efate, Lelepa, Artok Islands",Vanuatu,Chief Roi Mata's Domain,-17.7667,168.4,"Visit the UNESCO World Heritage site, exploring Roi Mata's grave, former residence, and Fels Cave with petroglyphs.","UNESCO World Heritage site, burial place of Chief Roi Mata.",$$,8,"UNESCO site, cultural heritage, archaeological site",https://pixabay.com/get/g3e4e62a42e59ab4948b5beb2446c23a8fba5a158e1ab7d3de225a04fa19c043dbcf1ae3edf673bc1ef90cafaec9a6a8893b75a4cefada5fa59d1d63cfddcf214_640.jpg
Hagåtña,Guam,United States,Plaza de España,13.4748,144.7518,"Explore the historic courtyard of the Spanish Governor's palace and its remaining structures, including the Chocolate House.",Historic courtyard of the Spanish Governor's palace from the 18th century.,$,6,"colonial history, Spanish architecture, historic site",https://pixabay.com/get/g129abda2202f0f7c4fa56a22410d359d9a062b98cacae6e0dea634503702fb46f0beff96be382b47ad760e975377ea00_640.jpg
Umatac,Guam,United States,Fort Nuestra Señora de la Soledad,13.235,144.652,Visit the well-preserved Spanish fort for panoramic views and to learn about its role in defending Umatac Bay.,Spanish fort offering panoramic views and insights into historical defense.,$,6,"Spanish fort, coastal defense, panoramic views",https://pixabay.com/get/g4f9fbe55ac06db0759e8be28e407caa71c6f83bf0564635dc0d726e20f8e5f68b1143071a1780357779480e4e5432011017c674d55911415e8c1bc2325312cb3_640.jpg
Honolulu,O'ahu,United States,ʻIolani Palace,21.3157,-157.8577,"Tour the only royal palace in the United States, learning about the Hawaiian monarchy's final years.","The only royal palace in the U.S., former residence of Hawaiian monarchs.",$$,8,"royal palace, Hawaiian monarchy, National Historic Landmark",https://pixabay.com/get/g37d4045d811584c5e7ff96587797953a46abc02b0e92560acbf3618538cbf2945f14a2d44425f53207651b0e3b8a1ff0ac81b14bba1778b290cc00fb8c7de3ce_640.jpg
