location,country,latitude,longitude,activity,description,price_class,prominence_score,tags,image_url
Iriomote-Ishigaki National Park,Japan,24.3167,123.8833,Kayaking through mangroves and diving in coral reefs,Subtropical islands with rich marine life and jungle.,$$$,6,"marine,nature,adventure,island","https://source.unsplash.com/800x600/?IriomoteIshigaki,National,Park,Japan"
Zhangjiajie National Forest Park,China,29.1333,110.4833,Hiking among sandstone pillars and glass bridge walking,Unique landscape of towering sandstone pillars.,$$,8,"scenic,hiking,nature,adventure","https://source.unsplash.com/800x600/?Zhangjiajie,National,Forest,Park,China"
Mount Kinabalu National Park,Malaysia,6.0342,116.549,Mountaineering and biodiversity observation,Highest peak in Malaysia with diverse flora and fauna.,$$$$,8,"hiking,nature,biodiversity,mountaineering","https://source.unsplash.com/800x600/?Mount,Kinabalu,National,Park,Malaysia"
Danum Valley Conservation Area,Malaysia,4.9167,117.6667,"Jungle trekking and wildlife observation (orangutans, gibbons)",Pristine lowland rainforest with rich biodiversity.,$$$,7,"wildlife,nature,rainforest,conservation","https://source.unsplash.com/800x600/?Danum,Valley,Conservation,Area,Malaysia"
Jeju Volcanic Island and Lava Tubes,South Korea,33.5097,126.5219,Exploring lava tubes and volcanic landscapes,UNESCO World Heritage site with unique volcanic formations.,$$,7,"geology,nature,hiking,unique","https://source.unsplash.com/800x600/?Jeju,Volcanic,Island,and,Lava,Tubes,South,Korea"
Yangshuo,China,24.78081,110.48967,Li River cruising and karst landscape exploration,Stunning karst landscape along the Li River.,$$,7,"scenic,nature,river,cycling","https://source.unsplash.com/800x600/?Yangshuo,China"
Taman Negara National Park,Malaysia,4.767,102.4438,"Jungle trekking, canopy walkway, and night safaris",One of the world's oldest rainforests with rich biodiversity.,$$,7,"rainforest,nature,hiking,wildlife","https://source.unsplash.com/800x600/?Taman,Negara,National,Park,Malaysia"
Gulmarg Ski Resort,India,34.0475,74.3818,Skiing and Snowboarding,Premier Indian ski destination with high-altitude slopes and world's highest Gondola.,$$$$,8,"adventure,snowboarding,skiing,himalayas","https://source.unsplash.com/800x600/?Gulmarg,Ski,Resort,India"
Auli,India,30.5326,79.5713,Skiing,"India's premier ski resort, offering pristine slopes and Himalayan views.",$$$,7,"skiing,adventure,himalayas,outdoor","https://source.unsplash.com/800x600/?Auli,India"
Malam Jabba Ski Resort,Pakistan,34.7733,72.5988,"Skiing, Snowboarding, Ice Skating","Pakistan's most commercial ski resort, with groomed slopes and family-friendly activities.",$$,6,"family-friendly,skiing,snowboarding,adventure","https://source.unsplash.com/800x600/?Malam,Jabba,Ski,Resort,Pakistan"
Naltar Valley,Pakistan,35.7976,74.1943,Skiing,Known for its ski resort and annual winter sports festival in the Karakoram range.,$$,5,"skiing,adventure,himalayas,backcountry","https://source.unsplash.com/800x600/?Naltar,Valley,Pakistan"
Annapurna Region,Nepal,28.5436,83.7956,Skiing and Snowboarding (Backcountry),Offers backcountry skiing adventures amidst the majestic Annapurna mountain range.,$$$$,7,"backcountry,adventure,skiing,himalayas","https://source.unsplash.com/800x600/?Annapurna,Region,Nepal"
Shimshal Valley,Pakistan,36.4519,75.1124,Skiing,Remote valley offering untouched snowfields and high-altitude terrain for expert skiers.,$$$$,3,"adventure,backcountry,skiing,remote","https://source.unsplash.com/800x600/?Shimshal,Valley,Pakistan"
Kalinchok Ski Resort,Nepal,27.6498,85.8789,Skiing,"A small ski resort near Kuri, offering a beginner-friendly skiing experience.",$$,2,"skiing,beginner,family-friendly,mountains","https://source.unsplash.com/800x600/?Kalinchok,Ski,Resort,Nepal"
Rattu,Pakistan,35.1979,74.806,Skiing,"A hidden gem in Astore, Gilgit-Baltistan, offering natural slopes for enthusiasts.",$$,3,"skiing,adventure,hidden-gem,backcountry","https://source.unsplash.com/800x600/?Rattu,Pakistan"
Shimla Ice Skating Rink,India,31.1047,77.1734,Ice Skating,"Asia's oldest natural ice skating rink, offering a historic winter experience.",$$,5,"ice-skating,historic,family-friendly,outdoor","https://source.unsplash.com/800x600/?Shimla,Ice,Skating,Rink,India"
Phobjikha Valley (Gangtey Valley),Bhutan,27.4333,90.15,Winter Trekking and Nature Walks,Glacial valley known for black-necked cranes and peaceful winter landscapes.,$$$,4,"nature,trekking,wildlife,scenic","https://source.unsplash.com/800x600/?Phobjikha,Valley,Gangtey,Valley,Bhutan"
Therme Erding,Germany,48.3226,11.9071,Thermal baths and saunas,"Largest thermal spa complex in the world, offering diverse pools and saunas.",$$$,8,"wellness,relaxation,pools,saunas","https://source.unsplash.com/800x600/?Therme,Erding,Germany"
Saturnia Hot Springs,Italy,42.7341,11.5174,Natural thermal pools,Iconic natural hot springs with cascading pools in Tuscany.,$$,7,"hot springs,nature,relaxation,Tuscany","https://source.unsplash.com/800x600/?Saturnia,Hot,Springs,Italy"
Thermae Bath Spa,United Kingdom,51.3824,-2.3581,Rooftop thermal pool and spa treatments,Historic spa in Bath with a famous rooftop pool offering city views.,$$$,7,"spa,history,relaxation,views","https://source.unsplash.com/800x600/?Thermae,Bath,Spa,United,Kingdom"
Burren Yoga Retreat,Ireland,53.0409,-9.1798,Yoga and meditation retreats,Serene yoga and meditation retreats in the unique landscape of The Burren.,$$$,5,"yoga,meditation,retreats,nature","https://source.unsplash.com/800x600/?Burren,Yoga,Retreat,Ireland"
Lefay Resort & SPA Lago di Garda,Italy,45.7108,10.6748,Holistic spa treatments,Award-winning spa resort on Lake Garda focusing on holistic wellbeing.,$$$$$,6,"luxury,spa,wellness,Lake Garda","https://source.unsplash.com/800x600/?Lefay,Resort,,SPA,Lago,di,Garda,Italy"
Grand Resort Bad Ragaz,Switzerland,47.0056,9.4967,Thermal spa and wellness programs,Renowned Swiss wellness resort with extensive thermal baths and medical spa.,$$$$$,7,"luxury,spa,wellness,Switzerland","https://source.unsplash.com/800x600/?Grand,Resort,Bad,Ragaz,Switzerland"
Chenot Palace Weggis,Switzerland,47.0936,9.1396,Medical spa and detox programs,Leading medical spa offering holistic detox and vitality programs by Lake Lucerne.,$$$$$,7,"medical spa,detox,luxury,vitality","https://source.unsplash.com/800x600/?Chenot,Palace,Weggis,Switzerland"
Six Senses Douro Valley,Portugal,41.1641,-7.8389,Wellness retreat in a wine region,Luxury wellness retreat in Portugal's wine region with spa and fitness programs.,$$$$$,6,"luxury,wellness,wine region,spa","https://source.unsplash.com/800x600/?Six,Senses,Douro,Valley,Portugal"
Bains de Dorres,France,42.4666,2.0519,Natural hot springs,Authentic outdoor hot springs in the French Pyrenees with mountain views.,$,4,"hot springs,nature,Pyrenees,authentic","https://source.unsplash.com/800x600/?Bains,de,Dorres,France"
Aqua Dome,Austria,46.9953,10.9322,Alpine thermal spa,Futuristic thermal resort in the Austrian Alps with impressive architecture.,$$$,6,"spa,Alps,wellness,futuristic","https://source.unsplash.com/800x600/?Aqua,Dome,Austria"
Chichen Itza,Mexico,20.6764,-88.5679,"Explore the ancient Mayan ruins, including El Castillo and the Great Ball Court.","A vast Mayan archaeological site, famous for its iconic pyramid.",$$,10,"history,archaeology,ancient civilizations,UNESCO World Heritage","https://source.unsplash.com/800x600/?Chichen,Itza,Mexico"
Banff National Park,Canada,51.4968,-115.9281,Hike scenic trails and admire the turquoise lakes and majestic mountains.,"Stunning Canadian Rockies park with glaciers, forests, and abundant wildlife.",$$$,9,"nature,hiking,scenic views,wildlife","https://source.unsplash.com/800x600/?Banff,National,Park,Canada"
San Antonio River Walk,United States,29.4241,-98.4936,"Stroll along the river, dine at riverside restaurants, and take a barge tour.","A network of walkways along a river, lined with shops and restaurants.",$$,7,"urban exploration,dining,shopping,culture","https://source.unsplash.com/800x600/?San,Antonio,River,Walk,United,States"
National Museum of Anthropology,Mexico,19.4261,-99.1866,"Discover pre-Hispanic artifacts, including the Aztec Sun Stone.","Mexico's largest and most visited museum, showcasing ancient civilizations.",$$,9,"history,archaeology,museum,culture","https://source.unsplash.com/800x600/?National,Museum,of,Anthropology,Mexico"
Smithsonian National Museum of Natural History,United States,38.8924,-77.0265,"View dinosaur skeletons, the Hope Diamond, and exhibits on human origins.",A world-renowned museum with vast collections on natural and human history.,$,10,"museum,science,history,education","https://source.unsplash.com/800x600/?Smithsonian,National,Museum,of,Natural,History,United,States"
Meow Wolf Santa Fe,United States,35.6546,-105.997,"Explore immersive, surreal art installations in the House of Eternal Return.","An interactive, otherworldly art experience in a converted bowling alley.",$$$,6,"art,interactive,immersive,unique","https://source.unsplash.com/800x600/?Meow,Wolf,Santa,Fe,United,States"
Old Quebec,Canada,46.8053,-71.2058,"Wander through cobblestone streets, visit historic fortifications, and enjoy French-Canadian cuisine.",A UNESCO World Heritage site with historic architecture and European charm.,$$,8,"history,architecture,UNESCO,European charm","https://source.unsplash.com/800x600/?Old,Quebec,Canada"
Pike Place Market,United States,47.609,-122.3407,"Browse fresh produce, seafood, crafts, and enjoy street performers.",A vibrant historic market overlooking Seattle's waterfront.,$$,8,"market,food,local crafts,bustling","https://source.unsplash.com/800x600/?Pike,Place,Market,United,States"
Granville Island,Canada,49.2695,-123.1343,"Explore the public market, artisan studios, and waterfront shops.","A lively hub with a public market, artisan shops, and waterfront activities.",$$,7,"market,arts,food,shopping","https://source.unsplash.com/800x600/?Granville,Island,Canada"
The High Line,United States,40.748,-74.0045,Walk along a unique elevated park built on former railway lines.,An innovative linear park built on a historic elevated railway in NYC.,$,8,"urban park,unique,pedestrian,art installations","https://source.unsplash.com/800x600/?The,High,Line,United,States"
La Boqueria Market,Spain,41.3805,2.1722,Explore vibrant food stalls and sample local delicacies.,"Barcelona's iconic market, a feast for the senses with fresh produce and tapas.",$$,8,"food,market,culinary,street food","https://source.unsplash.com/800x600/?La,Boqueria,Market,Spain"
Ceviche Restaurants in Miraflores,Peru,-12.1307,-77.0485,Dine at renowned restaurants specializing in Peruvian ceviche.,Taste Peru's national dish in a district famous for its culinary scene.,$$$,7,"food,ceviche,culinary,restaurant","https://source.unsplash.com/800x600/?Ceviche,Restaurants,in,Miraflores,Peru"
Choripan Stands in Buenos Aires,Argentina,-34.6037,-58.3816,"Savor the classic Argentinian street food, choripan.",Experience the quintessential Buenos Aires street food experience.,$,6,"food,street food,choripan,local","https://source.unsplash.com/800x600/?Choripan,Stands,in,Buenos,Aires,Argentina"
Medellin's Comuna 13 Graffiti Tour & Food Stalls,Colombia,6.2595,-75.5895,Take a street art tour and enjoy local snacks and drinks.,Vibrant street art meets delicious local street food in this transformed neighborhood.,$$,7,"food,street art,culinary,culture","https://source.unsplash.com/800x600/?Medellins,Comuna,13,Graffiti,Tour,,Food,Stalls,Colombia"
Quito's Old Town Restaurants,Ecuador,-0.2058,-78.5137,Explore traditional restaurants serving Ecuadorian cuisine.,Savor authentic Ecuadorian flavors in historic colonial settings.,$$,6,"food,ecuadorian,cuisine,historic","https://source.unsplash.com/800x600/?Quitos,Old,Town,Restaurants,Ecuador"
Asado Experience in Mendoza,Argentina,-32.8895,-68.8458,Participate in a traditional Argentinian barbecue (asado).,Enjoy a classic Argentinian asado with world-class wine.,$$$$,7,"food,asado,barbecue,wine","https://source.unsplash.com/800x600/?Asado,Experience,in,Mendoza,Argentina"
Mercado Modelo in Salvador,Brazil,-12.9756,-38.5035,Sample Bahian specialties and purchase local food products.,A bustling market offering a taste of Bahia's rich culinary heritage.,$$,6,"food,brazilian,market,bahian","https://source.unsplash.com/800x600/?Mercado,Modelo,in,Salvador,Brazil"
Amazon Rainforest Lodge Cooking Class,Brazil,-3.119,-60.0217,Learn to cook Amazonian dishes using local ingredients.,Discover indigenous flavors and cooking techniques in the heart of the Amazon.,$$$,5,"food,cooking class,amazon,indigenous","https://source.unsplash.com/800x600/?Amazon,Rainforest,Lodge,Cooking,Class,Brazil"
Cartagena's Getsemani Street Food Scene,Colombia,10.4089,-75.5574,Explore vibrant street food stalls in the Getsemani neighborhood.,Taste delicious and diverse street food in this lively bohemian district.,$,7,"food,street food,cartagena,culinary","https://source.unsplash.com/800x600/?Cartagenas,Getsemani,Street,Food,Scene,Colombia"
"San Telmo Market, Buenos Aires",Argentina,-34.6231,-58.3738,Indulge in local delicacies and international cuisine at this famous market.,A foodie paradise with antique stalls and an array of delectable food options.,$$,7,"food,market,culinary,antiques","https://source.unsplash.com/800x600/?San,Telmo,Market,Buenos,Aires,Argentina"
Perisher Valley,Australia,-36.404472,148.413879,Skiing and Snowboarding,Largest ski resort in the Southern Hemisphere with four linked villages.,$$$$,8,"adventure,snow,skiing,snowboarding","https://source.unsplash.com/800x600/?Perisher,Valley,Australia"
Thredbo Alpine Resort,Australia,-36.5146,148.5055,Skiing and Snowboarding,Features Australia's longest ski runs and a charming alpine village.,$$$$,8,"adventure,snow,skiing,family-friendly","https://source.unsplash.com/800x600/?Thredbo,Alpine,Resort,Australia"
Mount Hotham Alpine Resort,Australia,-36.975437,147.127625,Skiing and Snowboarding,Known for challenging terrain and ski-in/ski-out accommodation.,$$$$,7,"adventure,snow,skiing,advanced","https://source.unsplash.com/800x600/?Mount,Hotham,Alpine,Resort,Australia"
Falls Creek Alpine Resort,Australia,-36.86535,147.27782,Skiing and Snowboarding,Offers extensive intermediate terrain and cross-country trails.,$$$,6,"snow,skiing,cross-country,family-friendly","https://source.unsplash.com/800x600/?Falls,Creek,Alpine,Resort,Australia"
Mount Buller,Australia,-37.1473,146.4199,Skiing and Snowboarding,"Closest ski resort to Melbourne, family-friendly with groomed slopes.",$$$,6,"family-friendly,snow,skiing,easy-access","https://source.unsplash.com/800x600/?Mount,Buller,Australia"
Coronet Peak,New Zealand,-44.975,168.7917,Skiing and Snowboarding,"Queenstown's closest ski area, known for night skiing and family fun.",$$$$,7,"snow,skiing,snowboarding,nightlife","https://source.unsplash.com/800x600/?Coronet,Peak,New,Zealand"
The Remarkables,New Zealand,-44.9583,168.75,Skiing and Snowboarding,Offers alpine experience perfect for families and freestyle.,$$$$,7,"family-friendly,snow,skiing,snowboarding","https://source.unsplash.com/800x600/?The,Remarkables,New,Zealand"
Cardrona Alpine Resort,New Zealand,-44.8732677,168.9487967,Skiing and Snowboarding,"Popular resort for all levels, from beginners to Olympic athletes.",$$$$,7,"snow,skiing,snowboarding,family-friendly","https://source.unsplash.com/800x600/?Cardrona,Alpine,Resort,New,Zealand"
Treble Cone,New Zealand,-44.7667,169.1333,Skiing and Snowboarding,Features exceptional terrain and stunning views of Lake Wānaka.,$$$$,6,"adventure,snow,skiing,advanced","https://source.unsplash.com/800x600/?Treble,Cone,New,Zealand"
